"","p10","start.date","tmin","tmax","tave","precip","humidity","sunshine","wind_vel","wind_dir","max_gust","max_gust_dir"
"906",906,2010-10-12 07:00:00,25.11,31.97,28.1,NA,82.5,5.36,1.55555555555556,"S ",4,270
"907",907,2010-10-22 07:00:00,23.84,30.86,26.75,132.222222222222,85.2,4.8,2,"W ",5,240
"908",908,2010-11-01 07:00:00,23.94,31.23,26.8,NA,86.5,4.69,2,"S ",4,190
"909",909,2010-11-11 07:00:00,24.07,31.03,27.05,183.25,85.1,5.07,1.66666666666667,"NW",4,320
"910",910,2010-11-21 07:00:00,24.35,31.16,27.3,107.875,84.8,4.86,1.625,"W ",6,350
"911",911,2010-12-01 07:00:00,24.34,30.41,26.9,167.25,85.6,3.47,1.77777777777778,"W ",7,230
"912",912,2010-12-11 07:00:00,23.42,30.76,26.39,100.875,85.3,3.48,1.88888888888889,"W ",10,340
"913",913,2010-12-21 07:00:00,23.66,30.1,26.33,75.5,87.2,3.68,1.75,"W ",5,350
"914",914,2010-12-31 07:00:00,24.52,31,27.58,205.222222222222,81.2,5.6,1.4,"NW",5,350
"915",915,2011-01-10 07:00:00,24.22,29.6,26.99,131.4,82.4,4.52,2.9,"NW",6,300
"916",916,2011-01-20 07:00:00,24.9,30.38,27.04,80.6,81.1,4.43,1.25,"NW",4,330
"917",917,2011-01-30 07:00:00,24.36,29.63,26.83,81.2,82.4,4.41,1.77777777777778,"NW",5,360
"918",918,2011-02-09 07:00:00,24.04,31.29,27.35,65.1,82.4,6.41,1.7,"W ",4,310
"919",919,2011-02-19 07:00:00,24.6,30.84,27.49,113.9,80.8,5.47,2.11111111111111,"W ",5,320
"920",920,2011-03-01 07:00:00,25.06,31.18,27.68,19.5,81.5,5.86,1.5,"W ",4,330
"921",921,2011-03-11 07:00:00,24.1,30.74,26.86,38,85.4,3.09,1.5,"SW",4,280
"922",922,2011-03-21 07:00:00,24.24,30.52,27.02,78.4,83.9,3.46,1.77777777777778,"NW",5,260
"923",923,2011-03-31 07:00:00,24.44,31.36,27.48,71.2,83.3,5.72,1.3,"NW",5,310
"924",924,2011-04-10 07:00:00,24.56,31.22,27.3,69.6,83.7,4.83,1.625,"NE",4,260
"925",925,2011-04-20 07:00:00,24.5,31.52,27.37,53.6,84.8,3.78,1.71428571428571,"SW",5,220
"926",926,2011-04-30 07:00:00,24.86,31.9,28.01,83.4,83.4,6.17,1.55555555555556,"NW",5,290
"927",927,2011-05-10 07:00:00,25.72,32.86,28.59,34.6,80,5.79,2,"E ",5,80
"928",928,2011-05-20 07:00:00,24.77,32.48,28,36.2222222222222,80.6,5.64,2.1,"E ",6,170
"929",929,2011-05-30 07:00:00,24.74,32.24,28.05,51,82.3,5.88,1.9,"E ",6,80
"930",930,2011-06-09 07:00:00,24.58,32.16,27.74,7.4,78,6.98,3.1,"E ",5,90
"931",931,2011-06-19 07:00:00,23.86,32.62,27.58,24.3,80.1,7.13,3.6,"E ",8,140
"932",932,2011-06-29 07:00:00,23.34,31.32,26.79,194.5,80.7,6.21,2.5,"E ",6,80
"933",933,2011-07-09 07:00:00,24.36,31.24,26.66,91.3,86.4,5.45,2.4,"E ",8,100
"934",934,2011-07-19 07:00:00,23.72,31.82,27,37.7,81.4,7.07,2.7,"E ",6,110
"935",935,2011-07-29 07:00:00,24.11,30.66,26.75,161.6,83,3.85,2.625,"SW",8,110
"936",936,2011-08-08 07:00:00,24.01,31.54,27.2,135.5,81.7,5.75,1.9,"E ",5,250
"937",937,2011-08-18 07:00:00,24.64,31.57,27.02,166.1,82.8,4.99,2.4,"E ",9,80
"938",938,2011-08-28 07:00:00,24.02,31.26,27.03,109.7,84.5,3.97,3,"E ",7,90
"939",939,2011-09-07 07:00:00,23.62,31.51,26.59,60,83.9,4.75,2.8,"E ",10,350
"940",940,2011-09-17 07:00:00,23.92,32.28,27.51,0,81.9,6.34,3.2,"SE",8,80
"941",941,2011-09-27 07:00:00,23.86,31.98,27.38,3.6,81.9,6.17,2.8,"E ",7,80
"942",942,2011-10-07 07:00:00,23.82,31.87,27.18,110.1,83.4,4.8,1.9,"E ",5,100
"943",943,2011-10-17 07:00:00,23.52,31.1,26.44,168.4,87.3,3.79,1.5,"E ",5,190
"944",944,2011-10-27 07:00:00,24.34,30.2,26.64,262.8,87.7,3.07,1.83333333333333,"SW",4,210
"945",945,2011-11-06 07:00:00,23.86,31.38,27.14,133.9,81.5,5.23,1.77777777777778,"S ",5,250
"946",946,2011-11-16 07:00:00,24.52,31.8,27.01,110,83,5.47,2.6,"E ",9,80
"947",947,2011-11-26 07:00:00,24.58,30.51,26.77,226.1,86.6,3.01,2.3,"SW",10,350
"948",948,2011-12-06 07:00:00,24.77,30.93,27.16,120.5,84.4,5.9,2.44444444444444,"W ",10,50
"949",949,2011-12-16 07:00:00,24.6,30.82,27.33,126.1,86.3,4.22,2.6,"W ",7,250
"950",950,2011-12-26 07:00:00,25.36,31.02,27.53,55.4,84.6,4.9,2.5,"NW",5,280
"951",951,2012-01-05 07:00:00,24.59,29.28,26.81,97.3,84.7,2.96,2.7,"W ",8,280
"952",952,2012-01-15 07:00:00,24.42,31.38,27.68,21.1111111111111,80.5,5.4,2.1,"W ",7,290
"953",953,2012-01-25 07:00:00,25.04,30.72,27.31,106.222222222222,82.3,4.94,2.9,"N ",8,330
"954",954,2012-02-04 07:00:00,23.73,30.74,26.91,187.2,83.3,4.36,2.2,"W ",5,10
"955",955,2012-02-14 07:00:00,24.15,31,26.96,147.9,84.2,5.4,2.3,"W ",7,270
"956",956,2012-02-24 07:00:00,23.71,30.57,26.49,116.6,86.9,3.15,2.3,"W ",6,270
"957",957,2012-03-05 07:00:00,24.63,30.86,27.25,62.1111111111111,82.5,4.07,2.5,"N ",11,220
"958",958,2012-03-15 07:00:00,24.94,31.12,27.9,1.8,81.8,5.4,2.2,"W ",9,340
"959",959,2012-03-25 07:00:00,24.5,31.86,27.7,11.875,82.3,4.51,2.1,"W ",5,350
"960",960,2012-04-04 07:00:00,23.6,32.02,27.19,118.1,83.8,5.98,2.6,"E ",6,360
"961",961,2012-04-14 07:00:00,24.04,31.54,27.25,181.875,85.2,4.54,2.2,"E ",6,30
"962",962,2012-04-24 07:00:00,24.46,32.78,28.54,38.9,81.9,5.69,2.3,"E ",6,110
"963",963,2012-05-04 07:00:00,24.48,32.24,28.13,28,80.9,6.64,2.2,"E ",7,250
"964",964,2012-05-14 07:00:00,24.31,33.01,28.03,18.6666666666667,81.2,6.53,2.4,"E ",6,110
"965",965,2012-05-24 07:00:00,24.1,33.07,28.22,87.6666666666667,80.8,6.99,3,"E ",10,320
"966",966,2012-06-03 07:00:00,24.08,32.46,27.69,49.2,82.2,5.53,3,"E ",18,260
"967",967,2012-06-13 07:00:00,23.68,33.1,28.05,0.4,78.8,7.61,3.3,"SE",7,120
"968",968,2012-06-23 07:00:00,23.84,32.58,27.52,1.5,79.4,7.03,3.7,"SE",7,100
"969",969,2012-07-03 07:00:00,23.44,30.98,26.85,35.2,82.8,5.13,3.4,"E ",8,120
"970",970,2012-07-13 07:00:00,23.28,31.88,26.89,19.4,83.2,5.62,3.3,"E ",9,120
"971",971,2012-07-23 07:00:00,22.82,31.29,26.64,3.7,80.5,6.5,3.9,"SE",9,200
"972",972,2012-08-02 07:00:00,23.2,32.3,27.05,53.4,79.9,7.04,4.1,"SE",10,130
"973",973,2012-08-12 07:00:00,23.06,32.62,27.2,1.7,78.8,7.13,4.1,"SE",8,130
"974",974,2012-08-22 07:00:00,23.33,31.26,26.47,101,83.2,4.58,3.6,"SE",7,120
"975",975,2012-09-01 07:00:00,23.12,32.21,27.18,11.2,82.3,6.57,3.7,"SE",10,120
"976",976,2012-09-11 07:00:00,23.52,31.98,27.3,0,81,7.27,3.6,"SE",8,190
"977",977,2012-09-21 07:00:00,22.81,32,27.1,0,80.6,6.62,3.5,"S ",7,220
"978",978,2012-10-01 07:00:00,23.9,32.38,27.66,2.75,82.4,5.57,3.4,"SE",7,120
"979",979,2012-10-11 07:00:00,24.08,31.19,27,136.111111111111,85.8,2.5,2.2,"W ",5,270
"980",980,2012-10-21 07:00:00,23.58,31.63,27.46,127.888888888889,81.9,5.58,2.6,"E ",10,80
"981",981,2012-10-31 07:00:00,24.08,30.91,27.25,164.5,84.6,4.66,2.3,"W ",5,40
"982",982,2012-11-10 07:00:00,24.36,31.4,27.29,104,86.2,4.62,2.3,"E ",9,100
"983",983,2012-11-20 07:00:00,24.06,31.68,27.79,62.2222222222222,82.8,5.13,2.3,"NE",6,32
"984",984,2012-11-30 07:00:00,23.84,30.43,26.81,401.75,87.3,3.86,2.1,"W ",6,240
"985",985,2012-12-10 07:00:00,24.1,31.06,27.28,144.125,84.6,5.27,2.4,"NE",6,270
"986",986,2012-12-20 07:00:00,23.94,30.72,26.98,185.7,88,3.99,2.2,"W ",6,280
"987",987,2012-12-30 07:00:00,24.43,30.88,27.38,110.222222222222,86.3,3.76,2.8,"W ",8,260
"988",988,2013-01-09 07:00:00,25.78,31.83,28.69,40.1,78.1,5.25,3.1,"N ",9,350
"989",989,2013-01-19 07:00:00,24.47,31.42,27.74,36.7,82.9,5.92,2.6,"W ",6,300
"990",990,2013-01-29 07:00:00,24.35,31.16,27.35,NA,85.9,4.36,2.6,"W ",8,270
"991",991,2013-02-08 07:00:00,23.65,31.16,27.04,113.2,84.9,5.26,2.2,"N ",6,270
"992",992,2013-02-18 07:00:00,24.66,31.6,28.12,38.5,81.4,4.96,2.6,"W ",10,270
"993",993,2013-02-28 07:00:00,25.08,33.02,28.78,23.5,79.3,7.11,2.3,"W ",6,290
"994",994,2013-03-10 07:00:00,24.82,32.44,28.47,15.6,80.8,5.86,2.3,"W ",6,350
"995",995,2013-03-20 07:00:00,24.21,32.12,27.88,62.1111111111111,82.7,5.14,1.7,"W ",6,250
"996",996,2013-03-30 07:00:00,24.44,31.59,27.59,261.5,86.5,4.1,2,"W ",8,270
"997",997,2013-04-09 07:00:00,24.42,32.26,27.91,69.375,84.7,5.11,2.1,"N ",8,180
"998",998,2013-04-19 07:00:00,24.03,32.6,28.07,41.7,82.6,5.53,1.9,"E ",7,270
"999",999,2013-04-29 07:00:00,24.43,32.53,27.78,265.1,86.2,5.31111111111111,2,"E ",8,100
"1000",1000,2013-05-09 07:00:00,24.26,32.58,27.73,196.777777777778,85.7,4.95,2,"E ",7,90
"1001",1001,2013-05-19 07:00:00,24.39,32.16,27.98,129.6,83.9,4.8,1.6,"E ",6,290
"1002",1002,2013-05-29 07:00:00,24.14,32.33,28.24,12.5,81.7,6.26,1.57142857142857,"E ",4,70
"1003",1003,2013-06-08 07:00:00,23.91,31.6,27.7,117.1,84.6,4.15,1.5,"S ",6,200
"1004",1004,2013-06-18 07:00:00,24.1,33.37,28.48,48.2,77.9,7.61,1.71428571428571,"E ",6,340
"1005",1005,2013-06-28 07:00:00,23.2,30.91,26.85,180.2,83.3,5.52222222222222,1.7,"E ",6,90
"1006",1006,2013-07-08 07:00:00,22.9,30.38,26.49,167.6,84.1,4.17,2.2,"E ",7,120
"1007",1007,2013-07-18 07:00:00,23.04,32.38,27.55,23,79.7,6.19,2.5,"E ",8,110
"1008",1008,2013-07-28 07:00:00,23.28,32.16,27.54,36,79.5,6.65,2.8,"E ",7,100
"1009",1009,2013-08-07 07:00:00,22.39,31.34,26.58,25.4,81.4,5.88,2.7,"E ",12,20
"1010",1010,2013-08-17 07:00:00,23.03,32.65,27.39,0,78.3,6.08,3.6,"E ",9,90
"1011",1011,2013-08-27 07:00:00,23.59,31.61,26.8,193.375,84.5,4.45,2.5,"E ",8,110
"1012",1012,2013-09-06 07:00:00,23.09,31.85,27.14,20.1111111111111,80.8,5.75,2.8,"E ",8,90
"1013",1013,2013-09-16 07:00:00,24.02,32.73,28.13,1.7,78.8,6.68,3.1,"E ",9,90
"1014",1014,2013-09-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015",1015,2013-10-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016",1016,2013-10-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017",1017,2013-10-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018",1018,2013-11-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019",1019,2013-11-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020",1020,2013-11-25 07:00:00,23.7,NA,26.9857142857143,NA,87.4285714285714,5.08333333333333,1.75,"N ",8,270
"1021",1021,2013-12-05 07:00:00,23.7875,30.9,27.35,NA,85.125,NA,1.625,"N ",5,310
"1022",1022,2013-12-15 07:00:00,23.86,30.6857142857143,27.26,149.75,83.7,3.82,2.2,"W ",8,360
"1023",1023,2013-12-25 07:00:00,24.1,NA,NA,NA,NA,NA,2,"W ",5,280
"1024",1024,2014-01-04 07:00:00,23.46,29.83,26.59,54.2222222222222,86.6,4.27,1.8,"W ",9,280
"1025",1025,2014-01-14 07:00:00,24.56,30.38,27.43,0,75.2,5.91,4.2,"N ",8,10
"1026",1026,2014-01-24 07:00:00,24.75,30.77,27.47,0,75.1,6.63,3.5,"N ",9,340
"1027",1027,2014-02-03 07:00:00,24.56,31.56,28.02,1.2,76.8,7.11,2.5,"N ",8,360
"1028",1028,2014-02-13 07:00:00,24.7,31.86,28.02,4.3,80.6,6.67,2.3,"W ",7,350
"1029",1029,2014-02-23 07:00:00,23.79,30.62,27,73.2,83.9,3.56,1.7,"N ",5,360
"1030",1030,2014-03-05 07:00:00,23.99,31.26,27.61,123.875,81.4,5.9,2.2,"N ",6,300
"1031",1031,2014-03-15 07:00:00,24.23,30.78,27.43,27.2222222222222,84.2,4.65,1.6,"W ",5,360
"1032",1032,2014-03-25 07:00:00,23.99,31.2,27.17,52.3333333333333,85.8,4.03333333333333,1.5,"W ",5,280
"1033",1033,2014-04-04 07:00:00,23.78,31.36,27.71,49.4,83.1,6.11,1.8,"W ",6,130
"1034",1034,2014-04-14 07:00:00,24.24,31.74,28.06,63.3333333333333,82.3,4.16,1.33333333333333,"W ",5,90
"1035",1035,2014-04-24 07:00:00,24.08,32.25,28.04,37.7777777777778,83.2,5.33,1.3,"E ",7,100
"1036",1036,2014-05-04 07:00:00,23.63,32.89,28.09,30.75,82.4,5.87,1.9,"E ",6,180
"1037",1037,2014-05-14 07:00:00,23.72,32.76,28.09,131.3,81.7,5.37,2.2,"E ",9,90
"1038",1038,2014-05-24 07:00:00,23.95,32.18,28,99.3,83.3,5.57,1.9,"E ",7,90
"1039",1039,2014-06-03 07:00:00,24.16,32.74,28.17,NA,83.3,6.08,2,"E ",6,90
"1040",1040,2014-06-13 07:00:00,24.3,32.96,28.41,81.1111111111111,81.8,6.97777777777778,2.3,"E ",10,180
"1041",1041,2014-06-23 07:00:00,23.88,32.56,28.24,60.2,80.9,6.48,2.3,"E ",6,100
"1042",1042,2014-07-03 07:00:00,23.92,32.67,28.24,41.5555555555556,79.1,6.76,3,"E ",10,90
"1043",1043,2014-07-13 07:00:00,23.62,32.21,27.95,0,80.2,7.09,2.9,"E ",6,180
"1044",1044,2014-07-23 07:00:00,23.41,32.53,27.98,0,78.4,7.86,3.5,"E ",9,100
"1045",1045,2014-08-02 07:00:00,23.38,32.85,27.38,82.5,81.8,6.59,3.2,"E ",8,110
"1046",1046,2014-08-12 07:00:00,22.89,32.17,26.98,51.1,81.4,6.12222222222222,3.3,"E ",9,90
"1047",1047,2014-08-22 07:00:00,22.93,32.6,27.38,5.5,79.5,6.3,3,"E ",8,90
"1048",1048,2014-09-01 07:00:00,23.07,32.16,27.6,0,77.5,7.28,3.3,"E ",8,80
"1049",1049,2014-09-11 07:00:00,23.08,32.47,27.67,0,77.5,6.09,3.6,"E ",8,160
"1050",1050,2014-09-21 07:00:00,23.07,32.96,27.75,0,78,6.96,3.3,"E ",8,180
"1051",1051,2014-10-01 07:00:00,23.15,32.71,27.74,0,78.2,5.78,3.2,"S ",8,100
"1052",1052,2014-10-11 07:00:00,23.92,31.83,27.51,102,84.2,4.06666666666667,2.2,"E ",8,90
"1053",1053,2014-10-21 07:00:00,23.71,32.19,27.53,72.1,83.4,5.87,1.9,"S ",8,140
"1054",1054,2014-10-31 07:00:00,23.8,32.28,28.05,70.8888888888889,80.8,5.61,2.5,"E ",8,180
"1055",1055,2014-11-10 07:00:00,23.53,31.56,27.16,73.6666666666667,84.8,4.64,1.7,"E ",5,20
"1056",1056,2014-11-20 07:00:00,23.38,31.42,27.27,204,85.8,5.56,2.2,"N ",5,70
"1057",1057,2014-11-30 07:00:00,23.11,30.78,26.66,100.375,86.5,3.55,2,"W ",8,200
"1058",1058,2014-12-10 07:00:00,23.91,31.8444444444444,27.59,66,84.1,5.08888888888889,2,"N ",6,290
"1059",1059,2014-12-20 07:00:00,23.71,30.6777777777778,26.98,268,87.7,4.4125,1.4,"N ",6,270
"1060",1060,2014-12-30 07:00:00,24.01,30.2111111111111,26.93,198.75,87.4,3.31111111111111,1.9,"N ",13,270
"1061",1061,2015-01-09 07:00:00,24.84,30.3666666666667,27.25,NA,85.2,4.91,2.4,"N ",7,290
"1062",1062,2015-01-19 07:00:00,23.25,30.54,26.98,NA,82.6,5.9,1.9,"N ",6,340
"1063",1063,2015-01-29 07:00:00,23.3555555555556,31.17,27.03,NA,83.7,6.66,2,"N ",6,360
"1064",1064,2015-02-08 07:00:00,23.62,31.2,27.24,NA,82.3,7.72222222222222,2.1,"N ",6,360
"1065",1065,2015-02-18 07:00:00,23.67,31.3,27.2,NA,83.6,5.93333333333333,1.5,"N ",7,360
"1066",1066,2015-02-28 07:00:00,23.1833333333333,NA,NA,NA,NA,5.76666666666667,NA,"N ",5,270
"1067",1067,2015-03-10 07:00:00,23.51,NA,NA,NA,NA,6.21,1.77777777777778,"N ",6,350
"1068",1068,2015-03-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069",1069,2015-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070",1070,2015-04-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071",1071,2015-04-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072",1072,2015-04-29 07:00:00,23.75,32.825,28.25,NA,82,7.7375,1.75,"N ",6,290
"1073",1073,2015-05-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074",1074,2015-05-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075",1075,2015-05-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076",1076,2015-06-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077",1077,2015-06-18 07:00:00,24,33.3333333333333,28.1777777777778,NA,79.2222222222222,8.1,3.44444444444444,"SE",7,170
"1078",1078,2015-06-28 07:00:00,23.55,32.4444444444444,27.52,NA,78.3,9.33,3.4,"SE",8,110
"1079",1079,2015-07-08 07:00:00,24.6222222222222,33.72,28.31,NA,79.2,8.48,3.4,"SE",7,120
"1080",1080,2015-07-18 07:00:00,24.0555555555556,32.82,27.44,NA,81,9.19,3.2,"SE",8,120
"1081",1081,2015-07-28 07:00:00,23.2,32.02,26.87,NA,80.3,7.65,2.8,"SE",8,110
"1082",1082,2015-08-07 07:00:00,24.28,33.53,27.98,NA,78.2,8.22,3.2,"SE",8,120
"1083",1083,2015-08-17 07:00:00,22.8,32.74,27.15,NA,78.2,9.24444444444444,3.3,"SE",6,130
"1084",1084,2015-08-27 07:00:00,23.58,33.2666666666667,27.66,NA,79.3,6.0125,3.3,"SE",8,140
"1085",1085,2015-09-06 07:00:00,23.3888888888889,33.27,27.4,NA,77.7,7.78,3.8,"E ",8,90
"1086",1086,2015-09-16 07:00:00,23.61,32.33,27.32,NA,80.4,4.2375,2.7,"SE",10,90
"1087",1087,2015-09-26 07:00:00,24,32.3777777777778,27.51,NA,82.1,2.26666666666667,2.6,"SE",6,90
"1088",1088,2015-10-06 07:00:00,23.3555555555556,31.96,26.96,NA,83.3,3.75,2.11111111111111,"N ",6,210
"1089",1089,2015-10-16 07:00:00,23.42,33.39,27.45,NA,79.7,5.03,2.3,"SE",7,110
"1090",1090,2015-10-26 07:00:00,23.93,31.2375,27.2,NA,85.5,3.27,1.2,"N ",6,180
"1091",1091,2015-11-05 07:00:00,24.1,31.56,27.09,NA,86.3,5.25555555555556,1.3,"N ",6,120
"1092",1092,2015-11-15 07:00:00,24.0888888888889,31.75,27.19,255.777777777778,87,6.975,1.4,"N ",9,120
"1093",1093,2015-11-25 07:00:00,24.61,32.1666666666667,27.87,NA,84.7,6.775,1.7,"N ",15,4
"1094",1094,2015-12-05 07:00:00,23.6888888888889,31.2125,27.3,NA,86.7777777777778,5.81111111111111,1.33333333333333,"N ",5,70
"1095",1095,2015-12-15 07:00:00,24.5625,31.5222222222222,27.6333333333333,NA,83.2222222222222,5.22222222222222,1.66666666666667,"N ",8,50
"1096",1096,2015-12-25 07:00:00,24.26,31.7111111111111,27.66,NA,85.8,5.93,1.4,"N ",8,300
"1097",1097,2016-01-04 07:00:00,24.56,31.82,27.68,183.75,85.7,4.97777777777778,1.22222222222222,"N ",18,90
"1098",1098,2016-01-14 07:00:00,25.1777777777778,32.0666666666667,27.8888888888889,NA,85.3333333333333,4.83333333333333,1.55555555555556,"N ",9,340
"1099",1099,2016-01-24 07:00:00,24.6222222222222,32.27,28.13,NA,83.9,4.61,1.5,"N ",8,40
"1100",1100,2016-02-03 07:00:00,24.92,31.7888888888889,27.69,NA,84.5,4.1,1.5,"N ",16,200
"1101",1101,2016-02-13 07:00:00,24.56,32.3555555555556,28.01,NA,83.2,6.51,1.5,"N ",9,360
"1102",1102,2016-02-23 07:00:00,24.84,32.1875,28.05,NA,83.3,6.79,1.8,"N ",8,240
"1103",1103,2016-03-04 07:00:00,25.38,32.57,28.54,NA,83.4,7.91,1.4,"N ",6,330
"1104",1104,2016-03-14 07:00:00,25.86,32.37,28.6,23.75,82.5,6.98888888888889,1.2,"N ",6,360
"1105",1105,2016-03-24 07:00:00,24.84,32.82,28.36,121.333333333333,82.4,6.3,1.3,"N ",5,90
"1106",1106,2016-04-03 07:00:00,25.43,32.57,28.61,NA,83,5.46666666666667,1.2,"N ",4,90
"1107",1107,2016-04-13 07:00:00,25.28,33.17,28.19,NA,84,6.51,1.5,"N ",8,90
"1108",1108,2016-04-23 07:00:00,25.08,32.88,28.21,NA,84.4,6.9,1.7,"N ",5,110
"1109",1109,2016-05-03 07:00:00,25.5,32.82,28.32,NA,85.5,5.97,1.5,"N ",10,NA
"1110",1110,2016-05-13 07:00:00,25.5,32.66,28.3,127.111111111111,85.1,6.95,1.3,"N ",7,210
"1111",1111,2016-05-23 07:00:00,25.0888888888889,33.56,28.87,NA,81.6,7.4,1.7,"N ",6,330
"1112",1112,2016-06-02 07:00:00,25.24,32.87,28.32,NA,81.9,7.4625,1.5,"N ",10,70
"1113",1113,2016-06-12 07:00:00,24.4,32.06,27.5,NA,85.5,5.87,1.6,"N ",10,270
"1114",1114,2016-06-22 07:00:00,24.94,32.87,28.41,NA,81.6,6.82,1.5,"N ",9,250
"1115",1115,2016-07-02 07:00:00,25.3,33.63,28.89,NA,81.2,8.23,2.1,"N ",7,100
"1116",1116,2016-07-12 07:00:00,24.55,32.38,27.81,NA,84,7.27,1.8,"E ",5,100
"1117",1117,2016-07-22 07:00:00,23.93,31.88,27.44,82.875,82.2,6.4,1.9,"N ",6,100
"1118",1118,2016-08-01 07:00:00,23.77,32.92,27.95,NA,80.3,8.36666666666667,2.2,"N ",7,120
"1119",1119,2016-08-11 07:00:00,24.65,33.64,28.67,NA,78.3,9.17777777777778,3,"SE",8,150
"1120",1120,2016-08-21 07:00:00,24.49,33.28,28.09,NA,79.8,7.28571428571429,2.3,"N ",6,90
"1121",1121,2016-08-31 07:00:00,24.2,32.77,27.28,NA,85.3,6.51,1.9,"N ",7,110
"1122",1122,2016-09-10 07:00:00,24.23,32.8,28.03,NA,80.4,7.33,1.88888888888889,"N ",5,210
"1123",1123,2016-09-20 07:00:00,24.3125,32.6375,28.0375,NA,80.625,6.5375,1.375,"N ",7,10
"1124",1124,2016-09-30 07:00:00,24.58,31.29,27.24,214.75,85.2,5.75,1.5,"N ",8,250
"1125",1125,2016-10-10 07:00:00,24.8,32.57,28.2555555555556,NA,81.2222222222222,6.84,1.6,"N ",8,120
"1126",1126,2016-10-20 07:00:00,24.49,32.39,27.54,NA,83.9,5.63,1.8,"N ",6,50
"1127",1127,2016-10-30 07:00:00,24.275,31.6625,27.65,NA,84.5,4.1125,1.28571428571429,"N ",18,140
"1128",1128,2016-11-09 07:00:00,24.125,31.525,27.125,NA,87,5.2,1.71428571428571,"N ",11,10
"1129",1129,2016-11-19 07:00:00,24.82,32.03,28.16,NA,83.6,5.04444444444444,1.1,"N ",5,40
"1130",1130,2016-11-29 07:00:00,24.21,31.06,27.02,85.7777777777778,87,4.11,1.33333333333333,"N ",6,270
"1131",1131,2016-12-09 07:00:00,24.35,31.21,27.1,NA,86.3,4.42,1.4,"N ",10,260
"1132",1132,2016-12-19 07:00:00,25.24,31.18,27.29,111.375,86.4,4.76,1.5,"N ",7,260
